;all_texts;ats;texts;hashtags
970;@dinnerwithjulie @BiteYYC @BlushLaneCalg @CBCEyeopener Our products are available at over 2,500 stores nationwide! Check out our locator to find the closest spot near you: https://t.co/26DDgDoPWe;['dinnerwithjulie', 'biteyyc', 'blushlanecalg', 'cbceyeopener'];['our', 'products', 'are', 'available', 'at', 'over', '2', 'stores', 'nationwide', 'check', 'out', 'our', 'locator', 'to', 'find', 'the', 'closest', 'spot', 'near', 'you', 'https'];[]
971;@Zainab73 Yum!;['zainab73'];['yum'];[]
972;@RobynInRealLife @CarlsJr Glad you finally got the Beyond Famous Star in your hands! Be sure to stay on top of our newest announcements by signing up for our newsletter: https://t.co/O2H2eu3BMX;['robyninreallife', 'carlsjr'];['glad', 'you', 'finally', 'got', 'the', 'beyond', 'famous', 'star', 'in', 'your', 'hands', 'be', 'sure', 'to', 'stay', 'on', 'top', 'of', 'our', 'newest', 'announcements', 'by', 'signing', 'up', 'for', 'our', 'newsletter', 'https'];[]
973;@whaler32 @laurieee2 @daily_levidrome Good news, David! #BeyondSausage is available in more stores than ever.  Check here to see if they are in a store near you: https://t.co/4GpQV3zL4L;['whaler32', 'laurieee2', 'daily_levidrome'];['good', 'news', 'david', 'beyondsausage', 'is', 'available', 'in', 'more', 'stores', 'than', 'ever', 'check', 'here', 'to', 'see', 'if', 'they', 'are', 'in', 'a', 'store', 'near', 'you', 'https'];['beyondsausage']
974;"Tuscan Style #BeyondSausage Pasta 😋 

Try the full recipe here: https://t.co/CglPwhwbqE https://t.co/B6P8R8dRxP";[];['tuscan', 'style', 'beyondsausage', 'pasta', 'try', 'the', 'full', 'recipe', 'here', 'https', 'https'];['beyondsausage']
975;@LOUISAGUIRRE @indigo_15 @BurgerKing This is so great to hear, thanks for all of your support, Louis!;['louisaguirre', 'indigo_15', 'burgerking'];['this', 'is', 'so', 'great', 'to', 'hear', 'thanks', 'for', 'all', 'of', 'your', 'support', 'louis'];[]
976;"After seeing huge success at select @Coles markets across Australia, the Beyond Burger has expanded to 175 more locations throughout Queensland!

Aussie fans, learn more below #GoBeyond
https://t.co/kQwbati3Sw";['coles'];['after', 'seeing', 'huge', 'success', 'at', 'select', 'markets', 'across', 'australia', 'the', 'beyond', 'burger', 'has', 'expanded', 'to', '175', 'more', 'locations', 'throughout', 'queensland', 'aussie', 'fans', 'learn', 'more', 'below', 'gobeyond', 'https'];['gobeyond']
977;#GoBeyond https://t.co/ICnvSHHDaA;[];['gobeyond', 'https'];['gobeyond']
978;@CP3;['cp3'];[];[]
979;@KyrieIrving;['kyrieirving'];[];[]
980;@DeAndre;['deandre'];[];[]
981;"In the pursuit of the remarkable, there is only one place to go… #GoBeyond 

Have you seen our latest video featuring NBA All-Star @ChrisPaul? Check it out below ⬇️  https://t.co/2jkncqD2wv";['chrispaul'];['in', 'the', 'pursuit', 'of', 'the', 'remarkable', 'there', 'is', 'only', 'one', 'place', 'to', 'go', 'gobeyond', 'have', 'you', 'seen', 'our', 'latest', 'video', 'featuring', 'nba', 'all', 'check', 'it', 'out', 'below', 'https'];['gobeyond']
982;"Beyond Meat ❤️ Australia. 

ICYMI: Our Queensland fans can now purchase the  Beyond Burger in 175 @Coles locations! Click here to find a store near you ➡️ https://t.co/GzfvWtc9bn https://t.co/z4hxY8Qwat";['coles'];['beyond', 'meat', 'australia', 'icymi', 'our', 'queensland', 'fans', 'can', 'now', 'purchase', 'the', 'beyond', 'burger', 'in', '175', 'locations', 'click', 'here', 'to', 'find', 'a', 'store', 'near', 'you', 'https', 'https'];[]
983;@deanobrown @JessLReid Hey Peter, our products are made from pea protein and are soy free, gluten free and GMO-free. Learn more information about #BeyondSausage and the #BeyondBurger here: https://t.co/BwooIfeWQc;['deanobrown', 'jesslreid'];['hey', 'peter', 'our', 'products', 'are', 'made', 'from', 'pea', 'protein', 'and', 'are', 'soy', 'free', 'gluten', 'free', 'and', 'gmo', 'learn', 'more', 'information', 'about', 'beyondsausage', 'and', 'the', 'beyondburger', 'here', 'https'];['beyondsausage', 'beyondburger']
984;@johnpiex Hi there. Can you please email us at ethanandteam@beyondmeat.com so we can learn more and help make things right?;['johnpiex', 'beyondmeat'];['hi', 'there', 'can', 'you', 'please', 'email', 'us', 'at', 'so', 'we', 'can', 'learn', 'more', 'and', 'help', 'make', 'things', 'right'];[]
985;"Awesome things come to those who wait... Beyond Tacos are coming to ALL @DelTaco locations on April 25th! The countdown starts now. 

Learn more ⬇️

https://t.co/rWQZ5oCR4o";['deltaco'];['awesome', 'things', 'come', 'to', 'those', 'who', 'wait', 'beyond', 'tacos', 'are', 'coming', 'to', 'all', 'locations', 'on', 'april', '25th', 'the', 'countdown', 'starts', 'now', 'learn', 'more', 'https'];[]
986;Let's go! https://t.co/DZFIapzQYg;[];['let', 'go', 'https'];[]
987;@JustaPBRFan @DelTaco 😂;['justapbrfan', 'deltaco'];[];[]
988;@marcpalmerdev @unionmarketrva Thanks for letting us know, Marc! The link should work now.;['marcpalmerdev', 'unionmarketrva'];['thanks', 'for', 'letting', 'us', 'know', 'marc', 'the', 'link', 'should', 'work', 'now'];[]
989;"Awesome things come to those who wait... Beyond Tacos are coming to ALL @DelTaco locations on April 25th! The countdown starts now. 

Learn more ⬇️https://t.co/rWQZ5olgcQ";['deltaco'];['awesome', 'things', 'come', 'to', 'those', 'who', 'wait', 'beyond', 'tacos', 'are', 'coming', 'to', 'all', 'locations', 'on', 'april', '25th', 'the', 'countdown', 'starts', 'now', 'learn', 'more', 'https'];[]
990;@kimijtoo Don't worry! It's 100% plant-based, soy-free, gluten-free and GMO-free 🥳;['kimijtoo'];['don', 'worry', 'it', '100', 'plant', 'soy', 'gluten', 'and', 'gmo'];[]
991;@happifull Good news coming soon! Stay tuned by signing up for our newsletter: https://t.co/O2H2eu3BMX;['happifull'];['good', 'news', 'coming', 'soon', 'stay', 'tuned', 'by', 'signing', 'up', 'for', 'our', 'newsletter', 'https'];[]
992;"We could be biased, but great food helps grow the best ideas. We’re BEYOND excited to be serving up our delicious plant-based meats to the world’s brightest visionaries at #TED2019. If you’re here, come get a taste of the Future of Protein! #GoBeyond

 @TEDTalks https://t.co/RZJ8J8I2vc";['tedtalks'];['we', 'could', 'be', 'biased', 'but', 'great', 'food', 'helps', 'grow', 'the', 'best', 'ideas', 'we', 'beyond', 'excited', 'to', 'be', 'serving', 'up', 'our', 'delicious', 'plant', 'meats', 'to', 'the', 'world', 'brightest', 'visionaries', 'at', 'ted2019', 'if', 'you', 'here', 'come', 'get', 'a', 'taste', 'of', 'the', 'future', 'of', 'protein', 'gobeyond', 'https'];['ted2019', 'gobeyond']
993;"Beyond Meat hits the Spot!  The iconic British Columbia restaurant chain, @White_Spot, has officially added the #BeyondBurger to its mouthwatering menu. 

Learn more ⬇️ #GoBeyond
https://t.co/VWo8oJdvB4";['white_spot'];['beyond', 'meat', 'hits', 'the', 'spot', 'the', 'iconic', 'british', 'columbia', 'restaurant', 'chain', 'has', 'officially', 'added', 'the', 'beyondburger', 'to', 'its', 'mouthwatering', 'menu', 'learn', 'more', 'gobeyond', 'https'];['beyondburger', 'gobeyond']
994;@v2kate @turtlelipsns Sounds delicious!;['v2kate', 'turtlelipsns'];['sounds', 'delicious'];[]
995;@cindy_tapp This is so great to hear, Cindy!;['cindy_tapp'];['this', 'is', 'so', 'great', 'to', 'hear', 'cindy'];[]
996;@cooperash_85 @TEDTalks Hey Ashley, check out our locator to find more stores and restaurants near you! https://t.co/26DDgDoPWe;['cooperash_85', 'tedtalks'];['hey', 'ashley', 'check', 'out', 'our', 'locator', 'to', 'find', 'more', 'stores', 'and', 'restaurants', 'near', 'you', 'https'];[]
997;"Time to stuff your face with these #BeyondSausage Stuffed Peppers.

Full recipe here ➡️  https://t.co/5oDxAGgLF0 https://t.co/pqOt1s9s4E";[];['time', 'to', 'stuff', 'your', 'face', 'with', 'these', 'beyondsausage', 'stuffed', 'peppers', 'full', 'recipe', 'here', 'https', 'https'];['beyondsausage']
998;@Violetsouffle 🤣;['violetsouffle'];[];[]
999;@_Lovely_Jubley_ It's beautiful!;['_lovely_jubley_'];['it', 'beautiful'];[]
1000;@KathyMacRae1 @SaraHall3 @restdaybrags @AWCanada Looks perfect!;['kathymacrae1', 'sarahall3', 'restdaybrags', 'awcanada'];['looks', 'perfect'];[]
1001;@WholeFoods @DOTK2587 https://t.co/ltxA4HyonG;['wholefoods', 'dotk2587'];['https'];[]
1002;@IoTPanic Hey Samuel, we do not recommend freezing the Beyond Burger patties after they have been defrosted. However, if the patties are already frozen when you purchase them they will last in the freezer.  For ultimate flavor, we recommend defrosting the patties 24 hours before cooking.;['iotpanic'];['hey', 'samuel', 'we', 'do', 'not', 'recommend', 'freezing', 'the', 'beyond', 'burger', 'patties', 'after', 'they', 'have', 'been', 'defrosted', 'however', 'if', 'the', 'patties', 'are', 'already', 'frozen', 'when', 'you', 'purchase', 'them', 'they', 'will', 'last', 'in', 'the', 'freezer', 'for', 'ultimate', 'flavor', 'we', 'recommend', 'defrosting', 'the', 'patties', '24', 'hours', 'before', 'cooking'];[]
1003;"#BeyondAmbassador &amp; NBA All-Star @CP3 leads by example in everything he does. And what he does off the court, like incorporating plant-based meat, directly impacts his power on the court to push harder and #GoBeyond.

Learn more about Chris Paul here ➡️  https://t.co/T0PhHgVG7N https://t.co/qxz7GnYfIa";['cp3'];['beyondambassador', 'amp', 'nba', 'all', 'leads', 'by', 'example', 'in', 'everything', 'he', 'does', 'and', 'what', 'he', 'does', 'off', 'the', 'court', 'like', 'incorporating', 'plant', 'meat', 'directly', 'impacts', 'his', 'power', 'on', 'the', 'court', 'to', 'push', 'harder', 'and', 'gobeyond', 'learn', 'more', 'about', 'chris', 'paul', 'here', 'https', 'https'];['beyondambassador', 'gobeyond']
1004;@Krys_1920 Stay tuned 😉;['krys_1920'];['stay', 'tuned'];[]
1005;@jazy_simply So happy you were able to enjoy family time and the #BeyondBurger! Sounds like a perfect night.;['jazy_simply'];['so', 'happy', 'you', 'were', 'able', 'to', 'enjoy', 'family', 'time', 'and', 'the', 'beyondburger', 'sounds', 'like', 'a', 'perfect', 'night'];['beyondburger']
1006;@renee13 @StunCreative Love it!;['renee13', 'stuncreative'];['love', 'it'];[]
1007;@jjjosh333 Yum!;['jjjosh333'];['yum'];[]
1008;@budwitch It's the little things that make a big difference! Keep on going, we're so glad we can be a part of your delicious meals ❤️;['budwitch'];['it', 'the', 'little', 'things', 'that', 'make', 'a', 'big', 'difference', 'keep', 'on', 'going', 'we', 'so', 'glad', 'we', 'can', 'be', 'a', 'part', 'of', 'your', 'delicious', 'meals'];[]
1009;@JHarm0ny 😋;['jharm0ny'];[];[]
1010;@IoTPanic Sorry to hear this, please email us at ethanandteam@beyondmeat.com so we can help make your experience better.;['iotpanic', 'beyondmeat'];['sorry', 'to', 'hear', 'this', 'please', 'email', 'us', 'at', 'so', 'we', 'can', 'help', 'make', 'your', 'experience', 'better'];[]
1011;"We're going to work. The #BeyondBurger is now on the menu at @WORKSBURGER in Canada.  

Find a location near you: https://t.co/26DDgD7f4G https://t.co/yP995XQ5lU";['worksburger'];['we', 'going', 'to', 'work', 'the', 'beyondburger', 'is', 'now', 'on', 'the', 'menu', 'at', 'in', 'canada', 'find', 'a', 'location', 'near', 'you', 'https', 'https'];['beyondburger']
1012;@sammyjhyde Hmm, not sure what happened here but we want to make it right. Please email us at ethanandteam@beyondmeat.com so we can better assist you. Thanks!;['sammyjhyde', 'beyondmeat'];['hmm', 'not', 'sure', 'what', 'happened', 'here', 'but', 'we', 'want', 'to', 'make', 'it', 'right', 'please', 'email', 'us', 'at', 'so', 'we', 'can', 'better', 'assist', 'you', 'thanks'];[]
1013;@raeannasam @DouglasGHunt @WORKSBURGER Stay tuned for good news!;['raeannasam', 'douglasghunt', 'worksburger'];['stay', 'tuned', 'for', 'good', 'news'];[]
1014;"Looks good, tastes even better 😋 

#BeyondSausage Stuffed Peppers recipe here ➡️ https://t.co/5oDxAGgLF0 https://t.co/XxCX4UQUys";[];['looks', 'good', 'tastes', 'even', 'better', 'beyondsausage', 'stuffed', 'peppers', 'recipe', 'here', 'https', 'https'];['beyondsausage']
1015;".@DelTaco Countdown: 5 Days

https://t.co/Kh5DAPEqRb";['deltaco'];['countdown', '5', 'days', 'https'];[]
1016;"A perfectly cooked Beyond Burger delivered straight to your door? Dreams do come true.

@TrifectaSystem 

https://t.co/C2CNiPzl2o";['trifectasystem'];['a', 'perfectly', 'cooked', 'beyond', 'burger', 'delivered', 'straight', 'to', 'your', 'door', 'dreams', 'do', 'come', 'true', 'https'];[]
1017;"@RealLifeKaz You no longer need to give up meat to give up meat. Check out the 100% plant-based #BeyondBurger &amp; #BeyondSausage which have more protein than traditional meat to see what we mean! https://t.co/BwooIfeWQc";['reallifekaz'];['you', 'no', 'longer', 'need', 'to', 'give', 'up', 'meat', 'to', 'give', 'up', 'meat', 'check', 'out', 'the', '100', 'plant', 'beyondburger', 'amp', 'beyondsausage', 'which', 'have', 'more', 'protein', 'than', 'traditional', 'meat', 'to', 'see', 'what', 'we', 'mean', 'https'];['beyondburger', 'beyondsausage']
1018;"#GoBeyond this #EarthDay. It makes intuitive sense that if you take the animal out of the equation, you can make meat much more efficiently, but how much more?

Click here to see the full environmental impact of the #BeyondBurger vs beef ➡️ https://t.co/WRujJv7OPB https://t.co/khOVF774zo";[];['gobeyond', 'this', 'earthday', 'it', 'makes', 'intuitive', 'sense', 'that', 'if', 'you', 'take', 'the', 'animal', 'out', 'of', 'the', 'equation', 'you', 'can', 'make', 'meat', 'much', 'more', 'efficiently', 'but', 'how', 'much', 'more', 'click', 'here', 'to', 'see', 'the', 'full', 'environmental', 'impact', 'of', 'the', 'beyondburger', 'vs', 'beef', 'https', 'https'];['gobeyond', 'earthday', 'beyondburger']
1019;@RoseBrown05 🙌❤️🌎;['rosebrown05'];[];[]
1020;Beyond Meat® Announces Entrance into Canadian Retail Timed to the Start of Summer BBQ Season | Business Wire https://t.co/PuAUluvthN;[];['beyond', 'meat', 'announces', 'entrance', 'into', 'canadian', 'retail', 'timed', 'to', 'the', 'start', 'of', 'summer', 'bbq', 'season', 'business', 'wire', 'https'];[]
1021;"Canada, the wait is almost over. The #BeyondBurger is coming to the meat case!

Learn more here ➡️ https://t.co/PYqsI7ibFj https://t.co/eeuWR0Xh9K";[];['canada', 'the', 'wait', 'is', 'almost', 'over', 'the', 'beyondburger', 'is', 'coming', 'to', 'the', 'meat', 'case', 'learn', 'more', 'here', 'https', 'https'];['beyondburger']
1022;@JudiSunshine @Michellesfunny 😍;['judisunshine', 'michellesfunny'];[];[]
1023;@AmyoftheDean @Channel4 @BillGates @LeoDiCaprio Hi there! You can actually find the Beyond Burger in Tesco markets and many restaurants throughout the UK! Use our locator to find the closest spot to you: https://t.co/26DDgDoPWe;['amyofthedean', 'channel4', 'billgates', 'leodicaprio'];['hi', 'there', 'you', 'can', 'actually', 'find', 'the', 'beyond', 'burger', 'in', 'tesco', 'markets', 'and', 'many', 'restaurants', 'throughout', 'the', 'uk', 'use', 'our', 'locator', 'to', 'find', 'the', 'closest', 'spot', 'to', 'you', 'https'];[]
1024;@laurenraymusic 🙌🙌🙌;['laurenraymusic'];[];[]
1025;@konkeitedkris Hey Kris, our products are sold in retail and restaurants nationwide.  Check out our locator to find a restaurant near you: https://t.co/26DDgDoPWe;['konkeitedkris'];['hey', 'kris', 'our', 'products', 'are', 'sold', 'in', 'retail', 'and', 'restaurants', 'nationwide', 'check', 'out', 'our', 'locator', 'to', 'find', 'a', 'restaurant', 'near', 'you', 'https'];[]
1026;"It’s official, our Belgian friends will be able to pick up the Beyond Burger in the meat case at @DelhaizeBelgium starting the 25th of April. 

Read more below! #GoBeyond

https://t.co/PkWMCqyKdS";['delhaizebelgium'];['it', 'official', 'our', 'belgian', 'friends', 'will', 'be', 'able', 'to', 'pick', 'up', 'the', 'beyond', 'burger', 'in', 'the', 'meat', 'case', 'at', 'starting', 'the', '25th', 'of', 'april', 'read', 'more', 'below', 'gobeyond', 'https'];['gobeyond']
1027;"Beyond Tacos are now available at EVERY @DelTaco location! 🌮🌱 

Learn more &amp; find a Del Taco near you ➡️ https://t.co/YrDrJkGqUP https://t.co/CKl9udCUg3";['deltaco'];['beyond', 'tacos', 'are', 'now', 'available', 'at', 'every', 'location', 'learn', 'more', 'amp', 'find', 'a', 'del', 'taco', 'near', 'you', 'https', 'https'];[]
1028;@isaachism @DelTaco 🙌;['isaachism', 'deltaco'];[];[]
1029;@thebestbumalive @DelTaco 😂;['thebestbumalive', 'deltaco'];[];[]
1030;@AndreaKelley @DelTaco We don't have the will power to stop after 3... proud of you!;['andreakelley', 'deltaco'];['we', 'don', 'have', 'the', 'will', 'power', 'to', 'stop', 'after', '3', 'proud', 'of', 'you'];[]
1031;@thatgothwife @DelTaco Today is a good day!;['thatgothwife', 'deltaco'];['today', 'is', 'a', 'good', 'day'];[]
1032;@anthoniexg @DelTaco @chamberspins3 😂😂😂;['anthoniexg', 'deltaco', 'chamberspins3'];[];[]
1033;@Ms_Vegan @DelTaco @findingvegan @livekindlyco It's true!!;['ms_vegan', 'deltaco', 'findingvegan', 'livekindlyco'];['it', 'true'];[]
1034;"This week has been one for the books - Starting today, the Beyond Burger will be available in the meat case at 700+ @albertheijn locations throughout the Netherlands! #GoBeyond
https://t.co/zkxbNo7TDp";['albertheijn'];['this', 'week', 'has', 'been', 'one', 'for', 'the', 'books', 'starting', 'today', 'the', 'beyond', 'burger', 'will', 'be', 'available', 'in', 'the', 'meat', 'case', 'at', '700', 'locations', 'throughout', 'the', 'netherlands', 'gobeyond', 'https'];['gobeyond']
1035;@ByronMurphy8 @albertheijn Arrived in Canada's meat cases too of course!;['byronmurphy8', 'albertheijn'];['arrived', 'in', 'canada', 'meat', 'cases', 'too', 'of', 'course'];[]
