;full_text;created_at;retweet_count;favorite_count
1536;@katdraganac @AWCanada How many times is too many times for one visit @AWCanada to enjoy The #BeyondBurger? https://t.co/bXmsLyQO6z;Thu Nov 08 18:42:31 +0000 2018;0;3
1535;@BristolFoodies @honestburgers We're happy to hear you had the opportunity to try The #BeyondBurger! It is now on the menu at all Honest Burger and All Bar One locations. We will be in Tesco Supermarkets this November, so stay tuned for updates!;Thu Nov 08 21:45:25 +0000 2018;0;3
1534;@marksilva @getKITE A meal everyone can enjoy! So happy you and your team love The #FutureOfProtein 😋;Thu Nov 08 23:58:25 +0000 2018;0;2
1533;@thxx4thevenom Good luck! Can't wait to hear about how much you enjoy it 😃;Fri Nov 09 01:09:58 +0000 2018;1;1
1532;@MadisonDenee @AmberFischerr How do you choose?! 🙉;Fri Nov 09 01:11:23 +0000 2018;0;2
1531;@malore__ We believe in you! Just cook it on the stove for three minutes on each side and you're good to go 👍;Fri Nov 09 01:18:46 +0000 2018;0;2
1530;@brinnybrinn 🍔🌱😍;Fri Nov 09 01:19:46 +0000 2018;0;1
1529;@ribach10 @VegFlavours So glad you are enjoying our burgers! We hope to be in Canadian grocery stores as soon as we can. Stay tuned as we grow!;Fri Nov 09 01:28:49 +0000 2018;0;1
1528;@yoyojustinfro @Lightlife @FieldRoast @SweetEarthFoods @daiyafoods WOW 😋;Fri Nov 09 01:29:47 +0000 2018;0;2
1527;@catdavis123 The #BeyondBurger is now on the menu at all Honest Burger and All Bar One locations. We will be in Tesco Supermarkets this November, so stay tuned for updates!;Fri Nov 09 18:59:16 +0000 2018;0;3
1526;"""It’s time to weigh up the real cost of that burger.""  

https://t.co/zZFGHNngba";Sat Nov 10 01:24:00 +0000 2018;10;56
1525;"""UK burger chain @honestburgers trialed the #BeyondBurger on its London menu in the summer, and it performed so well that it will now be rolled out nationwide.""  

https://t.co/eK9mcLEXmf";Sun Nov 11 00:03:00 +0000 2018;34;196
1524;@TheSkepticalV Making us drool over here 😋;Mon Nov 12 18:14:46 +0000 2018;0;2
1523;@TownshipFTL Does it get any better? 😍;Mon Nov 12 21:59:22 +0000 2018;0;1
1522;"Monday Night Football has us feeling like the weekend never ended.  For tonight's game, we're cooking up @ChefCharity's take on a Nashville Hot Brat! 🏈  

Full recipe here ➡️https://t.co/Gje2FEuVH4 https://t.co/lyhVFYqjah";Mon Nov 12 23:02:32 +0000 2018;13;79
1521;"Need a Monday pick-me-up?

Gourmet sausage concept, @DogHausdogs, is adding #BeyondSausage to their menus nationwide! Enjoy both the Beyond Brat &amp; Beyond Hot Italian Sausages in two mouth-watering builds. 

Learn more about this exciting launch here ➡️  https://t.co/D7ThGJ0IDb https://t.co/Sk0oxID2lp";Tue Nov 13 00:30:08 +0000 2018;5;72
1520;@simondoesthings @Tesco 100% plant-based 🤗;Tue Nov 13 18:00:49 +0000 2018;0;0
1519;"Yesterday we marked an important milestone in making #plantbased meat more accessible globally - The Beyond Burger is now in the UK's largest retailer @tescofood! 

Shout out to those of you who have already found it and shared your excitement to taste The #FutureOfProtein! https://t.co/D3LV32LIf3";Tue Nov 13 19:28:39 +0000 2018;50;274
1518;@LAVeganNative @tescofood @simondoesthings @steven_ware Sorry to hear your frustration in finding our products. Can we ask which stores you currently shop at? The Beyond Burger should be back on most grocery shelves, but we're happy to follow up with your store to see what's going on. Thanks!;Tue Nov 13 20:04:22 +0000 2018;0;2
1517;@LAVeganNative @tescofood @simondoesthings @steven_ware Beyond Sausage is flying off shelves, but we are taking all of the necessary steps to pick up production. We recommend calling your store ahead of time to find out when their next shipment is coming in since we've heard some stores will set some aside for customers.;Tue Nov 13 20:12:28 +0000 2018;0;0
1516;@Fiji_Bottle @KyleWSummers Love this 😍;Tue Nov 13 20:42:19 +0000 2018;0;0
1515;@gallifrey2826 Yum!!;Tue Nov 13 20:43:05 +0000 2018;0;0
1514;@MaryFormanek This is so fun to hear! We're happy we can be a part of making your meals delicious and plant-based 😋;Tue Nov 13 20:44:30 +0000 2018;0;1
1513;@steven_ware @LAVeganNative @tescofood @simondoesthings Thank you so much for your support, Steven!;Tue Nov 13 20:56:27 +0000 2018;0;3
1512;It's official, The Beyond Burger has arrived in UK stores! via @CNN https://t.co/q7GgsGVGd6;Wed Nov 14 14:00:44 +0000 2018;69;342
1511;@itsthatbl0ndee @CNN Hey Sarah, we are excited to expand internationally and will be in Canadian grocery stores as soon as we can!  We appreciate your patience as we grow.;Wed Nov 14 18:43:42 +0000 2018;0;2
1510;@Lawwoman99 @WholeFoods So happy to hear your shelves are stocked! Enjoy 😋;Wed Nov 14 18:44:19 +0000 2018;0;0
1509;"🔥 Recipe 🚨  
Beyond Burger #Thanksgiving Stuffing recipe now live! 

Check it out here ➡️ https://t.co/WWScVdhBpO https://t.co/4IkxsJJA35";Thu Nov 15 01:45:23 +0000 2018;24;85
1508;@Jenny_Marty Good news, Jenny! We make Beyond Chicken Strips.  Check out our full product line here: https://t.co/DBuQNJKvHK;Thu Nov 15 18:06:02 +0000 2018;0;1
1507;@joshbythesea @HRWright @honestburgers Happy to hear you both enjoy The #BeyondBurger! Thank you for your feedback. At Beyond Meat, we aim to make our products as accessible as possible. As we continue to grow and scale, one of our top priorities is to bring down pricing.;Thu Nov 15 18:08:36 +0000 2018;0;1
1506;Check out how Honest Tea Founder/ our Executive Chairman @HonestSeth Maintains His Thirst For Entrepreneurship via @forbes https://t.co/Wy3ISswj8y;Thu Nov 15 19:00:31 +0000 2018;1;14
1505;@epvegans @Tesco We're happy you are able to try The #BeyondBurger! At Beyond Meat, we aim to make our products as accessible as possible. As we continue to grow and scale, one of our top priorities is to bring down pricing.;Thu Nov 15 20:31:24 +0000 2018;1;5
1504;The#BeyondBurger is getting its own game day!  @Nextlevelburger is now serving them up at @Seahawks home games. 🏈 https://t.co/RVBue5busf;Thu Nov 15 20:56:01 +0000 2018;9;78
1503;"Beyond honored that @TIME included Beyond Sausage in their Best Inventions of 2018.

From day 1 our vision has been that you don't need an animal to create meat. Our team works hard to build meat directly from plants to bring exciting change to your plate! https://t.co/CiGGhBLMaE";Thu Nov 15 21:28:00 +0000 2018;91;403
1502;"More #Thanksgiving recipe inspo - Beyond Burger BBQ Meatloaf by @ChefCharity. 

Full recipe here: https://t.co/MJLYRQA7ki https://t.co/NMfMeAp0ya";Fri Nov 16 20:51:23 +0000 2018;25;81
1501;"Beyond Sausage was listed in @TIME's Best Inventions of 2018 - ""50 groundbreaking inventions that are changing the way we live, work, play and think about what’s possible."" 

Excited to make it more available in 2019! Full article here ➡️ https://t.co/Z5IRzSdwLm";Sat Nov 17 18:40:02 +0000 2018;29;101
1500;"T-Minus 4 days until we get to stuff our faces with this Beyond Burger Thanksgiving Stuffing 😋 

Check out the full recipe here: https://t.co/p236222pFZ https://t.co/bmoJhmdcuN";Sun Nov 18 23:39:22 +0000 2018;33;138
1499;We'll take 4 more! https://t.co/RJb0f3S84D;Mon Nov 19 17:02:39 +0000 2018;9;60
1498;🙌🙌 https://t.co/As9kBQwJyN;Mon Nov 19 20:11:41 +0000 2018;2;32
1497;"We're getting ready for a very Beyond Thanksgiving!

Check out these 100% plant-based dishes for your upcoming #Thanksgiving dinner here ➡️ https://t.co/p236222pFZ https://t.co/SrbkfadLPs";Tue Nov 20 01:50:02 +0000 2018;20;75
1496;@greenurlifenow We will be in Canadian grocery stores as soon as we can!;Tue Nov 20 16:43:56 +0000 2018;0;0
1495;"Add this to your Thanksgiving plate! Beyond Burger Stuffed Acorn Squash. 

Full recipe here: https://t.co/VPABnnK3qh

#BeyondGrateful https://t.co/Lh7Hka62o9";Tue Nov 20 21:42:00 +0000 2018;13;75
1494;@mhairi_adams @honestburgers We're so happy you could enjoy the tasty #BeyondBurger 😋;Wed Nov 21 18:26:48 +0000 2018;0;0
1493;@bluedonkey @FieldRoast Can't wait to hear how much you enjoy the #BeyondSausage 😋;Wed Nov 21 18:27:59 +0000 2018;0;0
1492;"Check out what these two meat eaters at @Inc thought of a Beyond Meat inspired #Thanksgiving dinner. Spoiler alert: they loved it! 

Check out the full video for some last minute recipe inspo!  https://t.co/dMqZVrk50R";Wed Nov 21 22:04:00 +0000 2018;18;71
1491;"Beyond grateful for all of our fans and your global support for The #FutureofProtein 🍔🌱 

#HappyThanksgiving! https://t.co/iM2QMSGkW4";Thu Nov 22 18:04:26 +0000 2018;11;94
1490;"@RoshDamunki We sure did! You can use our locator below to find the closest spot to you.

https://t.co/D6rP3RupcY";Sat Nov 24 19:44:58 +0000 2018;0;1
1489;@westlifebunny 👊;Sat Nov 24 19:45:32 +0000 2018;0;1
1488;"ATTN Nor Cal - You can find The Beyond Burger &amp; more #PlantBased deliciousness for every occasion at  @Lucky Supermarkets &amp; Lucky California!

Check out @GrowPlantBased &amp; https://t.co/DZELENsPAU for more info. https://t.co/VU0g9EQ2VH";Sat Nov 24 19:49:01 +0000 2018;18;61
1487;"“This Brand Just Proved That Plant-Based Burgers Are More Sustainable Than Those Made Of Beef” - @forbes

https://t.co/KyqR1m31D0";Sat Nov 24 22:33:00 +0000 2018;126;427
1486;"ICYMI: @TIME included Beyond Sausage in their Best Inventions of 2018! 

https://t.co/Z5IRzSdwLm";Sun Nov 25 15:50:01 +0000 2018;29;125
